家居 	 8 款 家居 色彩 搭配   温暖 整个 冬季 ( 组图 ) 独特 的 色彩 、 舒适 的 效果 与 和谐 的 生活 并 不 冲突 ， 家居 色彩 配色 要 遵循 哪些 原则 、 怎样 的 色彩 搭配 能 取得 最好 的 效果 、 如何 运用 家居 色彩 让 生活 更 舒适 ， 快 来看 一 看吧 。 【 米 白色 + 红色 】 以 乳白色 和 米黄色 为 代表 ， 稍暗 的 红色 与 米 白色 搭配 ， 在 统一 的 鲜亮 色调 中 加入 素雅 的 色调 ， 显得 格调高雅 、 富有 现代感 ， 安宁 中 透露 华丽 。 
 家居 	 史上 最 抠门 的 精装   裸婚 婚房 装修 曝光 ( 图 ) 装修 让 家居 变得 更加 时尚 、 出彩 ， 不同 风格 、 色彩 、 材质 的 东西 和谐 地巧 搭 在 一起 ， 创造 出 了 让 你 意想不到 的 效果 。 不过 并非 所有人 都 十分 富裕 ， 能花 很多 的 钱 在 装修 中 ， 但 又 希望 住 上 自己 满意 的 房间 ， 到底 该 怎么办 呢 ？ 下面 为 大家 介绍 几种 的 超级 抠门 缺 不失 奢华 的 装修 方案 ， 希望 大家 能花 最少 的 钱 装出 最 完美 的 效果 … … 单身族 一万元 63 平 老屋 换新颜 这个 屋子 我 已经 住 了 快 两年 了 ， 当时 买 的 是 一个 80 年代 的 单位 房改房 ， 主要 原因 是 一直 抱 着 一个 坚定 的 想法 ： “ 轻 装修 , 重 装饰 ” ， 装修 容易 过时 , 而 装饰 可以 经常 把 屋子 变个 样子 。 而且 老房子 的 居住 周围 的 生活 氛围 很浓 ( 晚上 半夜 两点 都 有 烧烤 和 冷淡 杯 以及 卖 水果 的 ) 交通 也 非常 方便 。   
 家居 	 史上 最 省钱 装修 案例   3 万 装修 完美 3 室 2 厅 ( 组图 ) 对于 3 万块 钱 的 装修 预算 来说 ， 装修 一个 完美 的 3 室 2 厅 可能 真 有些 勉强 ， 但 下边 这个 家居 装修 案例 中 的 网友 却 真实 的 做到 了 ， 如此 省钱 装修 的 家居 效果 是 那么 的 完美 ， 简直 让 人 无法 相信 3 万块 钱 真的 能 装修 出 一个 如此 完美 的 家 吗 赶快 来 一起 学习 一下 吧 来 看看 下边 这个 装修 案例 吧 ， 只花 了 3 万块 钱 ， 就 装修 出 了 如此 梦幻 的 的 三室两厅 ， 如此 强悍 的 装修 ， 快 看看 网友 是 怎么 做到 的 吧 。 装修 除了 考虑 到 美观 、 品味 、 质量 以外 ， 价格 也 是 我们 需要 考虑 的 很 重要 的 一个 因素 ， 下面 就 看看 别人 家 的 小屋 的 实惠 装修 吧 ！ 
 家居 	 叶璇 与 张默 联姻   豪宅 显 风光 ( 图 ) 叶璇 与 张默 ( 北京 与 香港 联姻 ) 28 岁 的 叶 璇 与 现年 25 岁 的 张默 是 2006 年 合作 电视剧 《 叫 一声 妈妈 》 时擦出 了 爱 火花 的 ， 据说 当时 在 浙江 拍戏 时 张默 还 与 叶 璇 一起 去 吃 麦当劳 ， 必胜客 ， 之后 发生 什么 我们 就 不难 知道 了 。         之所以 说 张默 是 北京 与 香港 的 结合 ， 那 是因为 张默 一家 在 某 山庄 已经 住 过 很 长时间 ， 也许 以后 他 要 自己 买房 离开 山庄 ， 不过 他 北京 身份 是 跑不掉 的 ， 真 希望 他 能 吃掉 叶璇 ， 毕竟 他 也 不小 了 ， 也 是 谈婚论嫁 的 时候 了 。 
 家居 	 各种 不同 款式 抽屉 重新 回收 ( 图 ) 来自 捷克 的 设计师 将 原本 要 废弃 的 各种 不同 款式 抽屉 重新 回收 ， 以 不规则 点状 ， 一一 挂 在 空无一物 的 墙面 上 ， 让 单调 的 白墙 ， 呈现 一种 自由 奔放 的 另类 风格 。 
 家居 	 各种 色层 的 绿   配 上 一点 粉蓝 ( 图 ) 各种 色层 的 绿 ， 配 上 一点 粉蓝 ， 也 是 不错 的 选择 。 让 人 想到 蓝天 和 绿树 ， 绝对 是 这个 环保 时代 的 走向 。 
 家居 	 同时 创造 了 一道 独特 的 风景线 ( 图 ) 厨房 有 了 它 ， 是不是 能 帮 你 大忙 呢 ？ 同时 创造 了 一道 独特 的 风景线 。 
 家居 	 名人 论相   论相 名人   铁嘴 王 指引 相理 玄机 ( 图 ) 有人 说 他 太 有 激情 ， 完全 是 性情中人 ； 有人 说 他 太过 张扬 ， 说出 话 生怕 别人 听 不到 ； 还有 人 说 他 铁嘴 得 厉害 ， 也 不怕 别人 跟 他 翻脸 。 但 大家 公认 ， 因 铁嘴 王其言 必中 ， 又 帮人 开运 补运 ， 由此 ， “ 中国 铁嘴 王 ” 的 这 一封 号 在 易 学界 广为流传 。 图为 名人 论相   论相 名人 — — 中国 铁嘴 王 他 ， 就是 祖籍 福建 ， 旅居 马来西亚 ， 研究 命相 、 风水 学科 三十年 ， 别具 心得 ， 长期 致力于 撇除 术数 的 迷信 附会 成份 ， 以学 理性 的 态度 来 探讨 中华 传统 玄学 。 铁嘴 王 常讲 ： “ 聪明 观乎 耳目 ， 智慧 观乎 皮毫 ， 富贵 参考 手足 。 ” 他 这样 来 形容 人 的 五官 ： “ 论相 首择 就是 男以 神 为主 ， 女以 血为 精华 ， 大凡 观人 相貌 ， 先观 骨格 ， 次 看 五行 ， 俱依 部位 流年 而 推 ， 骨格 形局 而断 ， 所相于 人 万无一失 。 ” 针对 男人 ， 更要 观其形 、 神 、 气 、 色 ， “ 十个 瘦 的 九个 贫 ， 不贫 好 眼神 ； 十个 胖 的 九个 富 ， 不富 小 屁股 ” 。 见面 即论 相谈 风水 多年 来 ， 行事 低调 的 铁嘴 王 罕有 地 接受 本报 独家 访问 ， 探究 现在 网络 上 很 火爆 很 争议 的 “ 中国 铁嘴 王论 相谈 风水 ” 系列 专题 。 记者 ： 您 这次 在 国内 推出 “ 中国 铁嘴 王论 相谈 风水 ” 系列 专题 如此 火爆 ， 此时此刻 ， 您 有何感想 ？ 铁嘴 王 ： 推出 这个 专题 是 应 广大 风水学 、 面相 学 爱好者 、 媒体 朋友 之邀 ， 这 意味着 ， 易经 是 一门 博大精深 的 学问 ， 它 上论 天文 ， 下谈 地理 ， 中及 人事 ， 需要 我们 共同 去 探索 易经 中 奥妙 ， 不再 是 人们 口中 的 迷信 糟粕 ， 这是 意识 上 的 重大 转变 ， 令人感动 及 鼓舞 的 转变 。 记者 ： 在 谈论 体育明星 刘翔 的 专题 里 ， 您 说 刘翔 整个 五官 轮廓 提城 ， 是 天之娇 子 的 五官 格局 ， 27 冢 墓 、 28 印堂 时 将 会 迎来 人生 第二次 高峰 ， 现在 正 印证 了 您 的 这 一 说法 ， 您 说 还要 在 别墅 种 很 高 的 树 ， 网友 为 探究 刘翔 家 有没有 种树 而 展开 激烈 的 讨论 ， 有 网友 贴 图片 证明 ， 有 网友 贴 视频 ， 您 对 这 怎么 看 呢 ？ 铁嘴 王 ： 刘翔 是 鹿形 五官 ， 诗有 云 ： “ 双眸 青黑 更 微长 ， 行步如飞 性 却 刚 ， 若得 山林 相 隐映 ， 自然 福禄异 寻常 。 ” 31 至 55 这个 流 年 部位 都 会 畅通无阻 ， 能够 带来 一生 大富大贵 显赫 的 运气 ， 在 别墅 生旺 位置 种下 很 高 的 树 是 为了 避免 鹿形 低三下四 的 风水 格局 。 记者 ： 在 谈论 影视明星 周杰伦 的 专题 时 ， 您 说 周杰伦 22 至 34 之间 运气 相当 不错 ， 事业 家庭 都 很 成功 ， 但 35 至 45 压抑 是非 多 ， 是否是 事业 进入 低谷 还是 ？ 铁嘴 王 ： 周杰伦 早年 有些 艰辛 ， 但是 他 的 高广 学堂 、 高明 学堂 、 禄 学堂 在 整个 上 停 这个 阶段 都 相当 顺顺利利 ， 35 至 45 须 在 别墅 财旺 位置 造 一座 石头 假山 ， 而且 要 比 他 本人 高出 一 截 ， 借此 来 补救 他轮 飞廓 反 的 最差 运气 ， 切记 ！ 切记 ！ 记者 ： 还有 ， 您 在 点评 陈冠希 面相 的 时候 曾经 说 过 他 会 转型 ， 并且 还会 获得成功 ， 最近 网上 有 消息 报道 ， 称 陈冠希 得到 内地 女 富豪 的 支持 ， 在 上海 又 开潮店 ， 继续 他 的 商界 事业 ， 看来 您 所言 又 中 了 。 铁嘴 王 ： 陈冠希 的 五官 有 五 不 像 的 格局 ， 30 岁 之前 是是非非 ， 但 到 此 应该 出现 一个 转折 ， 转型 后 风光 无限 ， 成为 富贵 宝座 的 座上宾 ， 这是 必然 。 如果 他 能 在 别墅 的 财旺 位造 一座 五峰 山 ， 更是 可保 他 事业兴旺 、 妻贤子 孝 、 一生 康泰 。 记者 ： 大师 ， 在 “ 中国 铁嘴 王论 相谈 风水 ” 系列 专题 里 ， 有没有 打算 给 一些 普通人 进行 评论 呢 ？ 铁嘴 王 ： 论相 名人 只是 专题 中 的 一部分 ， 以后 还会 陆续 推出 论 别墅 风水 专题 、 家居风水 专题 ， 如果 网友 愿意 ， 可以 直接 邀请 到 演播室 来 现场 论相 。 采访 最后 ， 铁嘴 王 希望 大家 能够 做到 未雨绸缪 ， 在 现代 信息 社会 的 至 高点 上 回眸 传统 文化 的 精妙 ， 了解 更 多 的 相理 信息 ， 让 自己 拥有 趋吉避凶 的 基本常识 。 俗话说 ： “ 知命乐天 为 君子 ” ， 如果 我们 都 做到 知命 而 不 认命 ， 抓住 最 有效 的 办法 去 努力奋斗 ， 我们 将 获得 更 丰富 的 生活 和 更 有趣 的 体验 。   
 家居 	 吸引 人 的 还要 数 厨房 中间 的 中药 ( 图 ) 药膳 台 最为 吸引 人 的 还要 数 厨房 中间 的 中药 ， 各式 中药 装在 大大小小 透明 的 瓶子 中 ， 整齐 地 码放 在 三层 的 藤制 架上 ， 有 当归 、 党参 、 红枣 、 乌梅 、 桂圆 、 枸杞 、 红景天 等等 ， 都 是从 家乡 带 回来 的 ， 放在 厨房 无心插柳 却 也 风景 独好 。 郭霁红 是 西北 人 ， 从小 在 传统 文化 的 熏陶 下 成长 。 小 的 时候 很 瘦小 、 虚弱 ， 为了 增强体质 家里人 就会用 白术 和 黄酒 做 引子 ， 让 她 每天 都 会 喝 一点 。 甘肃 又 是 全国 重要 的 中药材 原产地 和 主产地 ， 具有 种植 历史悠久 、 品种 资源 丰富 、 种植 面积 大 等 优势 。 尤其 是 甘肃 当地 产 的 当归 、 党参 、 黄 ( 红 ) 芪 、 大黄 、 甘草 等 颇为 著名 ， 从小 家里 无论是 炖鸡 、 火锅 、 面 、 饭里 都 会 适时地 放入 不同 的 中药 当做 调剂 菜品 的 调料 ， 自己 就 受益匪浅 ， 也 成为 现在 郭霁红 养生 的 独到之处 。 每每 闻到 当归 等 特有 的 味道 就 会 倍感 亲切 ， 仿佛 回到 了 家乡 。 所以 这里 成为 女主人 养生 、 休闲 的 最佳 现场 。 图为   吸引 人 的 还要 数 厨房 中间 的 中药 毛驴 驮 豆 有趣 的 还 不止 那 一对 盐瓶 ， 自称 平时 “ 生活 很 中式 ” 的 郭霁红 经常 自榨 豆浆 ， 每天 早餐 一定 饮 一杯 。 她 说 ， 春秋 饮 豆浆 ， 滋阴 润燥 ， 调和阴阳 ； 夏饮 豆浆 ， 消热 防暑 ， 生津解渴 ； 冬饮 豆浆 ， 祛寒 暖 胃 ， 滋养 进补 ， 这种 好 的 饮品 是 值得 推崇 的 。 而 就是 简简单单 的 一杯 豆浆 也 能 被 她 很 有 情趣 地 喝 出 活色生香 来 。 餐桌上 的 泥塑 小毛驴 驮 着 两个 小 竹篓 ， 里面 盛满 了 有机 黄豆 ， 一只 在 前 走 着 ， 还 在 回头 张望 ， 另一只 紧随其后 ， 郭霁红 还 很 可爱 地为 落后 的 一只 毛驴 生动 地配 起音 来 ： “ 等等 我 ， 黄豆 太沉 我快 跟不上 了 。 ” 前面 的 一只 回头 咯咯 地笑 个 不停 生活 本身 就是 丰富多彩 的 ， 看 你 怎样 去 经营 它 ， 郭霁红 就是 这样 一位 热爱 并 享受 生活 的 女 导演 。   
 家居 	 吸附 灰尘 能力 弱   长期 使用 容易 变形 ( 图 ) 告别 了 炎炎夏日 ， 我们 的 家居 也 随之 换上 新装 ， 迎接 严寒 的 袭击 ， 地毯 是 家居 新装 的 必备 武器 ， 它 的 出现 给 我们 带来 几分 暖意 。 地毯 的 材质 越来越 多元化 ， 其 保养 和 针对 的 风格 也 迥然不同 。 
 家居 	 周末 清单   适合 冬季 工作 套装 清单 ( 图 ) 搭配 清单 试穿 衣服 时 ， 顺便 记录 下 适于 搭配 的 配饰 ( 丝巾 、 鞋 、 包等 ) ， 并列 出 不同 清单 ， 比如 适合 夏日 周末 清单 、 适合 冬季 工作 套装 清单 等 。 当 你 匆忙 打包 行李 或者 没 时间 仔细 考虑 衣服 搭配 时 ， 这个 搭配 清单 就 能 派 上 大用场 了 。 清理 过季 衣物 过季 的 衣服 水洗 或 干洗 后 ， 打包 放进 整理 箱 ， 不要 挤 在 衣橱 里 占地 儿 。 按套 收纳 衣服 将 搭配 好 的 成套 衣物 悬挂 在 一起 ， 这样 既 方便 整理 也 方便 穿着 时 找到 ， 不会 在 紧急 时刻 ， 将 衣橱 翻 成 一团糟 。 另 一个 小 建议 ， 将 未 穿过 的 衣服 衣架 正面 向 外地 挂 在 衣钩 上 ， 如果 衣服 穿过 一次 ， 就 把 衣架 正面 向 里 挂 好 — — 这样 ， 在 整理 衣橱 时 ， 方便 你 分辨 哪些 衣物 是 你 一年 都 没有 穿过 的 ， 考虑 它 是否 还 该 留在 衣橱 里 。 不能 错过 的 小窍门 使用 悬挂 式 收纳袋 能 更 有效 利用 空间 。 在 衣橱 外面 粘 一排 衣钩 ， 用来 悬挂 前一天 穿过 但 还 不 打算 洗 的 衣服 ， 能 避免 穿过 的 衣物 扔 得到 处 都 是 的 杂乱 场面 出现 。 
 家居 	 和 邻居家 之间 正好 有 一块 空地 ( 图 ) 扩大 面积 和 邻居家 之间 正好 有 一块 空地 ， 目前 是 车库 的 位置 ， 改造 就 从 这里 开始 。 将 空置 的 部分 填满 ， 并排 装 上 三个 大 窗子 ， 上面 覆盖 锌板 屋顶 ， 还 竖起 了 高高的 烟囱 ， 外面 用 木条 装饰 。 改造 工程 由 建筑师 尼古拉 完成 ， 他 曾经 重新 设计 过 不少 木质 结构 房子 ， 并且 已经 为 夫妇 二人 做 了 一个 非常 棒 的 工作室 。 为什么 外部 选用 木质 材料 装饰 ？ 女主人 说 ： “ 因为 感觉 很 舒服 、 热情 、 踏实 ， 如果 以后 不 喜欢 了 ， 还 可以 重新 刷油漆 。 ”   关于 改造 ， Marie 和 设计师 进行 了 深入 的 沟通 ， 想法 很快 被 理解 。 设计师 给出 的 建议 是 ， 按照 房子 原来 的 感觉 ， 并 结合 现代 明亮 和 开放 的 格局 ， 不要 考虑 是否 流行 ， 尽量 让 它 不受 时间 的 限制 ， 让 设计 回归 实用 。 
 家居 	 咖啡色 不是 餐厅 和 儿童房 的 理想 色彩 ( 图 ) 9 . 黑色 忌 大面积 运用 黑色 ， 在 五行 中属 水 ， 是 相当 沉寂 的 色彩 ， 所以 一般 没有 人会用 黑色 装饰 卧室 墙面 。 很多 人 将 其用 在 卫生间 ， 但 也 要 讲究 搭配 比例 。 建议 在 大面积 的 黑色 当中 点缀 适当 的 金色 ， 会 显得 既 沉稳 又 有 奢华 之感 ； 而 与 白色 搭配 更是 永恒 的 经典 ； 与 红色 搭配 时 ， 气氛 浓烈 火热 ， 一般 应该 在 饰品 上 使用 纯度 较 高 的 红色 点缀 ， 神秘 而 高贵 。 10 . 咖啡色 不是 餐厅 和 儿童房 的 理想 色彩 咖啡色 属于 中性 暖色 色调 ， 它 优雅 、 朴素 ， 庄重 而 不失 雅致 。 它 摈弃 了 黄金 色调 的 俗气 ， 又 或是 象牙白 的 单调 和 平庸 。 咖啡色 本身 是 一种 比较 含蓄 的 颜色 ， 但 它 会 使 餐厅 沉闷 而 忧郁 ， 影响 进餐 质量 ； 还 不宜 用 在 儿童 房间内 ， 暗沉 的 颜色 会 使 孩子 性格 忧郁 ； 还要 切记 ， 咖啡色 不 适宜 搭配 黑色 。 为了 避免 沉闷 ， 可以 用 白色 、 灰色 或 米色 等 作为 填补 色 ， 使 咖啡色 发挥 出 属于 它 的 光彩 。 
 家居 	 品位 经典   280 平 演绎 欧式 风格 ( 组图 ) 如果 有个 280 平 的 大房子 你 想 怎么 装 ？ 这么 大 的 房子 要 看起来 温馨 ， 又 不能 太 凌乱 。 要 感觉 充实 不能 太 空虚 。 犯难 了 吧 ！ 看看 人家 怎么 装修 的 ！ 
 家居 	 品质 与 诚信 获 青睐   渝 商 百万 家装 首选 爱特 近日 ， 爱特 装饰 迎来 一位 特殊 的 客人 ， 他 就是 刚刚 荣获 2009 年度 十大 新锐 渝 商 的 周先生 。 周先生 从 台湾 考察 回渝 ， 在 经过 对 重庆 家装 市场 的 了解 和 对比 后 ， 最终 以 130 万 的 价格 与 全国 住宅 装饰 百强 企业 爱特 装饰 签定 家装 合同 ， 并于 12 月 20 日 已 进场 施工 。 品质 与 诚信 获 客户 青睐 据 周先生 表示 ， 工程 品质 和 诚信 是 他 选择 一个 企业 的 重点 ， 这次 在 考察 数家 市内 知名 家装 企业 后 最终 选择 了 爱特 装饰 ， 是 被 爱特 装饰 的 工程质量 、 设计 水平 、 品牌 魅力 、 服务态度 所 打动 。 同时 他 对 爱特 《 家装 指南 》 也 表达 出 了 由衷 的 称赞 ： “ 《 家装 指南 》 首先 能 告知 老百姓 对 家装 行业 的 一些 基本 认识 ， 其次 从 透明 消费 的 角度 做 了 很多 标准 的 介绍 与 剖析 ， 对 老百姓 起到 降低 消费 风险 增强 信赖 的 保障 。 ” 据悉 ， 爱特 装饰 本月 随着 悠山 郡 、 江与城 、 半城 中央 、 保利 高尔夫 、 美利 山 、 高山流水 等 别墅 合同 的 签定 产值 突破 600 万已 毫无 悬念 ， 为 年末 淡季 的 家装 行业 增添 了 一大 亮色 。 “ 三大 魅力 建设 ” 成就 优秀 业绩 爱特 装饰 作为 本土 知名 装饰 优质 企业 ， 今年 一直 低调 务实 但 业绩 却 一直 在 行业 处于 前列 ， 究其原因 爱特 装饰 企业 董事长 曹洪阳 先生 介绍 ： 从 今年初 公司 就 确定 了 三大 魅力 建设 。 第一 ， 品牌 魅力 建设 ， 企业 在 今年 根据 企业 定位 在 展览 与 品牌 的 推广 上 持续 坚持 上 取得 了 优异成绩 的 同时 并 加强 了 对 江北 、 得意 、 渝北 三大 精品 设计 中心 进行 全面 升级 装修 并 达到 了 同行 领先水平 ， 明年 还 将 对 总部 进行 全面 升级 。 第二 ， 品质 魅力 建设 ， 企业 从 今年 提出 的 “ 争取 工程 管理 第一名 ” 的 理念 ， 为此 公司 工程 管理中心 今年 从 “ 现场 、 工艺 、 质量 、 服务 ” 作出 了 全面 的 创新 与 改进 ， 爱特 装饰 也 达到 了 今年 行业 中 盛传 “ 做 水电 看爱特 ” 的 称赞 与 认可 ， 随着 “ 国标 工地 ” 建设 的 提出 ， 爱特 装饰 针对 “ 现场 、 水电 、 泥作 、 油漆 、 木作 、 安装 ” 等 提出 了 工程 大比拼 ， 得到 了 广大客户 及 施工者 的 认同 ， 从而 回头客 达到 了 30% 以上 。 第三 就是 精细化 服务 管理 魅力 建设 ， 针对 企业 这 几年 高速 发展 所 出现 管理 、 服务 薄弱环节 ， 企业 扩大 并 加强 行政 、 人力资源 、 客户服务 、 工程 管理 服务中心 ， 加强 精细化 服务 地 意识 提升 、 服务水平 地 增强 ， 以 客户 满意度 为 己任 ， 让 爱特 企业 今年 持续 、 稳健 、 优质 取得 了 良好 的 成绩 。 ■   优惠活动 赏 “ 国标 工地 ” 享 精美 好礼 为 方便 广大 业主 咨询 品鉴 爱特 “ 国标 工地 ” ， 爱特 装饰 在 本周 特别 准备 了 两场 大型 “ 国标 工地 ” 品鉴 会 ， 分别 于 本月 25 — — 27 日 在 江北 茂业 步行街 和 解放碑 大 世界 酒店 9 楼 举行 。 届时 不仅 有 精美 的 礼品 ， 更 有 优惠 大礼包 为 客户 献上 。 并且 承诺 每户 都 会 严格 按照 “ 国标 工地 ” 施工 ， 真正 做到 家家 是 精品 ， 户户 是 样板 。 
