家居 	 家装 减碳 从 点滴 来 做起   实现 家居 装修 低碳 的 目标 “ 低碳 节能 ” 之风 吹遍 大江南北 的 时候 ， 也 深入 家装 人士 之心 。 作为 “ 定制 化 ” 程度 很 高 的 行业 ， 消费者 的 选择 决定 了 原材料 的 选择 、 生产 的 过程 和 成品 的 呈现 ， 只有 消费者 和 企业 一起 努力 ， 才能 真正 实现 “ 减碳 ” 。 在 装修 过程 中 怎么 做 才能 实现 “ 低碳 ” 目标 呢 ？ 专家 表示 ， 材料 、 设计 、 工程 哪个 环节 都 不能 少 。 一 、 设计 ： 简约 、 自然 最佳 低碳 家装 要 从 源头 — — 设计 抓起 。 首先 ， “ 轻 装修 、 重 装饰 ” 的 设计 理念 ， 可以 让 整体 工程 的 “ 碳 排量 ” 降下来 ， 在 低 碳 之 余 还 为 家装 费用 “ 减负 ” 。 其次 ， 空间设计 上应 考虑 利用 自然资源 、 自然通风 、 多向 采光 ， 减少 空调 及 照明设备 的 使用 。 采用 一些 特殊 的 节能 系统 ， 像 红外线 感应 灯光 开关 系统 实现 “ 人 走 灯 熄 ” 来 节约 电能 。 二 、 材料 ： 选用 环保 、 节能产品 在 设计 选材 上 ， 尽量 选用 环保 、 易 再生 、 可回收 的 装饰 材料 ， 少用 或 不用 纯实 木地板 ， 多用 复合 强化 地板 ， 如 竹地板 、 竹胶 饰面板 等 ； 用 水性漆 而 尽量 不用 油性 漆 ； 选用 工厂 加工 好 的 成品 或 半成品 。 在 保证 使用 功能 的 情况 下 ， 可 尽量 选择 耗电量 、 用水量 低 的 日常 用具 ， 减少 资源 浪费 和 水电 费用 支出 。 一些 可以 自行 调节 能耗 功能 的 产品 也 可 考虑 。 如 具有 随控 开关 的 面板 可以 方便 地 将 电器 电源 关掉 ， 避免 其 长期 处于 待机 状态 而 耗电 ， 还 可以 保护 电器 ； 带有 定时 控制阀 的 采暖系统 在 家中 无人 时 可 调低 室温 ， 待 需要 提高 温度 时 ， 使用 自控 调节阀 定时 调整 ， 达到 节能 的 效果 。 家装 公司 减碳 要点 家装 公司 的 所作所为 也 能 做到 减碳 。 1 、 节省 施工 照明用 电 ： 日常 施工 照明用 电 ， 采用 节能灯 取代 白炽灯 ； 油工 打磨 腻子 时用 防爆灯 ， 采用 瓦数 更 低 的 白炽灯 。 2 、 节省 施工 机具 用电 ： 采用 低 功率 气泵 、 电钻 取代 大功率 气泵 、 电钻 ； 采用 非 电动式 陶瓷 切割机 取代 大功率 云母 机 。 3 、 节省 施工 用水 ： 现场 使用 临时 水盆 ， 洗手 时 水盆 下水 接入 专用 存 水桶 内 ， 洗手 水 用于 冲厕 等 。 三 、 施工 ： 点滴 做起 多头并进 施工 工程 部分 是 家装 的 重点 ， 此 过程 减碳 一方面 要 在 过程 中 主动出击 直接 减少 碳 排量 ， 另一方面 是 为 家装 完成 后 的 “ 碳 排量 ” 打下基础 ， 做好 “ 卫士 ” 工作 。 1 、 直接 减排 瓷砖 采用 薄 贴法 ， 用 石膏板 轻质 隔墙 部分 代替 砖 砌墙 以及 采用 合理 防水 涂布 ， 都 可以 做到 直接 减排 。 专家 介绍 ， 传统 铺 贴法 采用 水泥砂浆 作为 瓷砖 粘贴 材料 ， 粘贴 层 厚度 为 20 - 30mm 。 薄贴 法则 采用 新型 的 瓷砖 粘贴 材料 ， 粘贴 层 厚度 仅为 2 - 4mm ， 材料 为 成品 ， 较 传统 方法 节省 大量 的 材料 和 施工 时间 ， 粘贴 强度 还 优于 传统 方法 。 出于 格局 改造 需要 ， 新建 墙体 也 很 常见 。 黏土砖 的 生产 存在 高能耗 、 严重 污染环境 的 问题 ， 用 其 砌 新建 墙 还 会 加重 楼梯 承载 。 石膏板 则 质轻 、 耐火 、 保温 ， 用 它 砌筑 轻质 墙 将 会 大为 节省 煤 、 水泥 用量 ， 从而 减少 碳 排量 。 2 、 减碳 卫士 更换 优质 门窗 、 做好 外墙 内 保温 、 减少 水电 备用 端口 等 可 作为 房屋建筑 一道 防止 能量 损失 的 墙 。 一些 老房 的 门窗 老化 、 生锈 ， 已经 成为 能源 损耗 的 “ 罪魁祸首 ” 。 年志仁 表示 ， 最好 能够 换上 密封 性能 好 的 门窗 产品 ， 铁窗 、 木窗 可 换成 塑钢窗 或 断桥 铝合金 窗 ， 窗玻璃 可 换成 中空 双层 玻璃 或 真空 双层 玻璃 。 做好 外墙 内 保温 系统 可以 减少 夏季 制冷 、 冬季 采暖 的 能耗 。 位于 顶层 、 西 向 、 把 角 的 户型 可 在 与 外部 相接 的 墙体 内侧 做 一个 保温层 ， 实现 隔热 、 保温 、 隔音 。 不少 业主 在 装修 中会 将 今后 可能 用到 的 端口 位置 都 预留 出来 。 事实上 ， 这些 备用 端口 的 使用率 极低 ， 不仅 会 造成 材料 浪费 ， 备用 强电 端口 还会 产生 电能 损耗 ， 水路 端口 会 留下 渗漏 、 爆管 等 隐患 ， 建议 合理 预留 端口 ， 不要 一味 求全 。 无绳电话 、 电冰箱 等 需要 长期 通电 使用 的 电器 ， 可 在 总控 开关 中 单独 布线 。 不 需用 电时 可 将 总控 开关 中 的 其他 开关 关掉 ， 既 可 减少 电能 损耗 ， 又 可 保证 电器 安全 ， 最大 程度 避免 电路 隐患 。 我要 评论 
 家居 	 华丽 的 旧式 金属 暖气 喷口 ( 图 ) 华丽 的 旧式 金属 暖气 喷口 ， 不要 再 让 它们 去 储存 灰尘 。 可以 将 其 固定 在家 门旁 ， 就 能 成为 漂亮 的 壁挂式 报纸 储存 架 。 
 家居 	 华丽 而 不 夸张 ( 图 ) 谁 说 新古典主义 只能 用于 豪宅 的 装修 ？ 网友 将 新古典主义 运用 到 他 的 120 平 家居 ， 华丽 而 不 夸张 ， 大方 得体 并且 提升 了 主人 的 品位 。 一 起来 看看 。 
 家居 	 单纯 的 色彩 以块面 点缀 于 其中 ( 图 ) 多一点 融合 简约 的 空间 ， 将 单纯 的 色彩 以块面 点缀 于 其中 ， 融合 了 多种 色彩 与 材质 。 不同 材质 的 对比 散发出 淡淡的 品位 之美 ， 空间 氛围 也 因此 变得 安静 而 轻松 ， 细节 上 彩色 小 饰物 的 点缀 延伸 了 情趣 之美 。 红色 扶手椅 带 着 柔软 的 质地 ， 舒适 而 温和 。 倚靠在 墙角 ， 角落 空间 的 局促 感 一扫而空 。 银色 的 便签 树上 挂满 各种 图案 的 卡片 ， 打破 了 空间 中哑 光色 的 单调 ， 即便 整洁 得 一丝不苟 也 有着 随意 的 生活气息 。 
 家居 	 单纯 色彩 的 空间 里 ( 图 ) 单纯 色彩 的 空间 里 ， 材质 的 对比 可以 轻松 带 出 空间 的 层叠 变化 。 彩色 的 小 药丸 图案 带给 你 迷幻 的 遐想 ， 这种 甜美 让 你 无法 拒绝 ， 只 因为 生活 有时 需要 那么 一点点 肆意 的 享乐 。 
 家居 	 单色 墙面 与 红色 椅子 的 雷同 ( 图 ) 条纹 地毯 跳 脱出 单色 墙面 与 红色 椅子 的 雷同 ， 条纹 同样 能够 扩展 空间 ， 让 不 大 的 空间 瞬时 产生 纵深感 。 红 、 黑 搭配 加上 韵律感 的 玻璃 透明 点 ， 餐桌 、 餐椅 黑色 线条 与 红色 块面 在 这里 体现 了 一种 抽象 的 秩序 美 。 
 家居 	 占地 1.3 英亩 的 豪宅 ( 图 ) 2008 年 3 月 11 日 ， 汤姆 - 克鲁斯 在 贝弗利 山庄 购买 了 一套 3500 万美金 的 别墅 ， 别墅 正在 修建 中 。 这是 1937 年 的 建筑 ， 原始 面积 是 10000 平方英尺 ， 4 年前 开始 扩大 ， 当前 包含 7 个 卧室 和 9 个 卫生间 。 克鲁斯 全家 有 他们 的 秘密 ， 这 房子 在 大门 和 冗长 的 车库 后面 ， 占地 1.3 英亩 ， 还有 一个 网球场 和 一个 游泳池 。   
 家居 	 卡通 造型 纱帘 ( 图 ) 印满 卡通 造型 的 纱帘 ， 让 整个 空间 都 充满 了 童趣 的 氛围 ， 地面 配合 一些 儿童玩具 或 装饰品 ， 会 让 整体 布置 看起来 更 可爱 。 
 家居 	 卡雷 布朗 家纺床 品享 高品质 生活 ( 组图 ) 卡雷 布朗   创立 于 1982 年 ， 经营 家用 纺织品 ， 客户 群体 定 位于 中高级 消费 层次 。   Carr é blanc   卡雷 布朗 独特 的 设计 风格 ， 高等级 的 产品质量 和 精确 的 价格 定位 ， 加上 使用 最好 的 原料 和 选择 优异 的 生产商 ， 使得 Carr é blanc   卡雷 布朗 的 产品 成为 市场 的 一线品牌 。 
 家居 	 卡雷 布朗 独特 的 设计 风格 ( 图 ) 卡雷 布朗   创立 于 1982 年 ， 经营 家用 纺织品 ， 客户 群体 定 位于 中高级 消费 层次 。   Carr é blanc   卡雷 布朗 独特 的 设计 风格 ， 高等级 的 产品质量 和 精确 的 价格 定位 ， 加上 使用 最好 的 原料 和 选择 优异 的 生产商 ， 使得 Carr é blanc   卡雷 布朗 的 产品 成为 市场 的 一线品牌 。 
 家居 	 卧室   只有 主人 一个 人 的 身影 ( 图 ) 用 了 三个 月 的 时间 ， 主人 凭借 东 抄抄 西 看看 ， 好不容易 打造 完成 了 自己 的 房子 。 这座 房子 是 主人 与 女朋友 一起 买 的 ， 可是 还 没 开始 装修 ， 他们 便 已 分手 。 主人 用 这套 房子 的 装修 填充 了 大量 业余时间 ， 使 自己 在 忙碌 中不去 想 女朋友 ， 现在 主人 一个 人 搬进 去 住 ， 特别 想 和 女友 分享 ， 想 听 她 不 客气 的 挑刺 ， 想 听 她 不 吝啬 的 褒奖 ， 但 可惜 璧 人 已 咫尺天涯 ...... ， 让 我们 来 看看 主人 自拍 的 家 ， 感受 他 对 女友 的 他 份 情谊 吧 ...... 
 家居 	 卧室   吊灯 非常 的 漂亮 ( 图 ) 卧室 ， 吊灯 非常 的 漂亮 ， 仿佛 回到 了 维多利亚 时期 的 欧洲 卫生间 ， 黑色 的 浴缸 在 白色 的 空间 中 成为 亮点   
 家居 	 卧室   有 海边 度假 的 感觉 ( 图 ) 卧室 ， 有 海边 度假 的 感觉 。   
 家居 	 卧室   花景 交融 安抚 心灵 ( 图 ) 卧室   花景 交融 安抚 心灵 现代人 往往 把 精神 的 享受 与 身体 的 享受 看 得 同样 重要 。 而 卧室 ， 不仅仅 提供 给 我们 舒适 的 睡眠 ， 更是 我们 思考 和 抚慰 心灵 的 地方 。 因此 ， 用 花瓶 布置 卧室 时 ， 最应 考虑 色彩 既 要 协调 ， 又 要 有 对比 。 应 根据 房间内 墙壁 、 天花板 吊顶 、 地板 以及 家具 和 其他 摆设 物 的 色彩 来 选定 。 如 房间 色调 偏冷 ， 则 可 考虑 暖色调 的 花瓶 ， 以 加强 房间内 热烈 而 活泼 的 气氛 。 反之 ， 则 可 布置 冷色调 的 花瓶 ， 给人以 宁静 安详 的 感觉 。 完美 搭配 ： 卧室 里 应 选择 让 人 感觉 质地 温馨 的 花瓶 ， 比如 陶质 、 木质 花瓶 。 鲜花 也 宜 选择 纯洁 温馨 的 种类 。 卧室   花景 交融 安抚 心灵 现代人 往往 把 精神 的 享受 与 身体 的 享受 看 得 同样 重要 。 而 卧室 ， 不仅仅 提供 给 我们 舒适 的 睡眠 ， 更是 我们 思考 和 抚慰 心灵 的 地方 。 因此 ， 用 花瓶 布置 卧室 时 ， 最应 考虑 色彩 既 要 协调 ， 又 要 有 对比 。 应 根据 房间内 墙壁 、 天花板 吊顶 、 地板 以及 家具 和 其他 摆设 物 的 色彩 来 选定 。 如 房间 色调 偏冷 ， 则 可 考虑 暖色调 的 花瓶 ， 以 加强 房间内 热烈 而 活泼 的 气氛 。 反之 ， 则 可 布置 冷色调 的 花瓶 ， 给人以 宁静 安详 的 感觉 。 完美 搭配 ： 卧室 里 应 选择 让 人 感觉 质地 温馨 的 花瓶 ， 比如 陶质 、 木质 花瓶 。 鲜花 也 宜 选择 纯洁 温馨 的 种类 。 
 家居 	 卧室 不用 很大   要 绝对 的 隐私 和 浪漫 ( 图 ) 2 . 卧室 不用 很大 ， 但 要 绝对 的 隐私 和 浪漫 户型 设计 是 挑选 小户型 时 首要 考虑 的 因素 。 与 大户型 讲求 舒适度 相比 ， 小户型 更加 追求 实用 。 有人 在 买房 时 希望 主卧 面积 稍大 一些 ， 但 其实 面积 的 大小 不是 最 重要 的 ， 而是 要 从 自己 的 需要 出发 ， 如果 只是 为了 满足 睡觉 的 功能 ， 通常 面积 只要 能够 放得 下大橱 、 五尺 的 双人床 以及 床头柜 即可 。 亮点 ： 卧室 内 的 家具 都 以 深 色调 为主 ， 塑造 一种 沉稳 和 安静 的 感觉 ， 但 这面 艳色 的 、 还 带 着 一点点 眩晕 感 的 几何 图案 壁纸 就 足够 看出 主人 严肃 外表 下 暗藏 着 热情 和 浪漫 ， 与 之 相对 的 一串 珠帘 又 如 一道 涟漪 ， 打破 了 沉静 。 
 家居 	 卧室 与 餐厅 之间 灵活 切换 ( 图 ) 由于 处在 环 太平洋 火山地震 带上 ， 地震 频繁 ， 日本 的 住宅 长久以来 遵循 一次性 处置 的 观念 ， 宁愿 拆卸 和 重建 ， 而 很少 将 现有 住房 改造 翻新 。 如今 传统 的 住宅 观念 已 让位 给 可 持续 发展 的 智能 现代 生活空间 。 这是 一个 典型 的 日本 20 世纪 60 - 70 年代 公寓式 住宅 ， 面积 ： 37 平米 ， 拥有 两个 主要 房间 ( 卧室 与 厨房 ) ， 以及 步入 式 衣橱 和 卫生间 ， 改造 方案 来自 东京 的 国际 设计 工作室   BAKOKO   ， 改造 后 的 空间 以 白色 调 为主 ， 卧室 中 保留 了 传统 的 榻榻米 形式 ， 空间 可 在 卧室 与 餐厅 之间 灵活 切换 ， 步入 式 衣橱 改造 成 工作 空间 ， 橱柜 顶部 巧妙 的 构造 利用 植物 和 荧光灯 带 照明 的 形式 营造 出 巧妙 的 天光 效果 。 
 家居 	 卧室 书房   中西 混 搭 融合 ( 图 ) 美式 乡村 风格 的 卧室 可以 随意 体现 个人 品位 ， 中西 混 搭 融合 构成 卧室 主要 风格 ， 浪漫 的 藤制 家具 将 乡村 风 悄然 带来 。 
 家居 	 卧室 增添 几分 写意 和 情调 ( 图 ) 美丽 舒适 的 卧室 ， 一定 少不了 可爱 时尚 的 床品 装饰 。 协调 清新 的 色彩 搭配 ， 能 给 你 的 卧室 增添 几分 写意 和 情调 ， 让你在 休息 之 余 ， 享受 一份 赏心悦目 的 恬淡 氛围 。 快 来 看看 这 其中 有没有 很合 你 意 的 。   
 家居 	 卧室 如何 选 颜色 ( 图 ) 卧室 如何 选 颜色 卧室 里 ， 最好 不要 用太多 红色 、 黑色 做主 色 ， 这会 使 人 做事 冲动 极端 ， 火气 大 ， 对 家人 身体健康 不利 。 最 适合 的 色彩 ， 就是 中性 色 ， 诸如 米色 、 灰色 等等 ， 这些 颜色 使得 阴阳 协调 ， 家人 和谐 。 通常 ， 很多 人 都 会 在 卧室 铺置 木地板 。 其实 ， 木材 的 原色 也 是 很 佳 的 色彩 。 木材 之 原色 使人 心境 平和 ， 令 夫妻感情 稳定 。 孩子 房间 的 色彩 浓度 也 要 搭配 得益 ， 颜色 太深 ， 易 让 孩子 压抑 ， 在家 呆 不住 ， 常常 往外 跑 ； 颜色 太 艳丽 ， 又 会 让 孩子 产生 不安 的 感觉 ， 脾气 变得 暴躁 。 因此 ， 在 色彩 的 选择 上 ， 大可 根据 孩子 的 喜好 ， 来 选择 与 该 颜色 相近 的 浅色系 。 
 家居 	 卧室 宁静 而 优雅 ( 图 ) 阳光 从 窗中 洒落 进来 衬托出 织物 的 华丽 质感 ， 卧室 显得 宁静 而 优雅 ， 一盏 中式 的 落地灯 从 卧室 中 跳脱 出来 。 走上 三楼 不仅 有 一个 宽大 的 主卧室 ， 还有 一个 令 不少 人 羡慕 的 宽敞明亮 的 卫浴间 。 卧室 里 不同 风格 的 装饰品 充分 显示 了 女主人 的 喜好 与 创意 ， 她 在 风格 现代 的 卧室 里 摆放 了 一个 中式 风格 的 落地灯 和 条案 ， 这种 时 下 非常 流行 的 混 搭 手法 让 整间 卧室 显得 清闲 优雅 又 不失 古朴 韵味 。 各种 织物 的 色调 被 控制 在 同一 色调 里 ， 柔和 的 色彩 ， 开朗 而 不 喧闹 。 在 卧室 的 一端 ， 紫色 的 纱 幔 分隔 出 一个 相对 开放式 的 衣帽间 ， 合理 的 格局 划分 不仅 扩大 了 存储空间 ， 也 让 视觉 变得 开阔 流畅 。 
 家居 	 卧室 放 鲜花   摆之有 道 ( 组图 ) 为 自己 的 居所 添置 一瓶 鲜花 ， 让 呆 在家 的 日子 过得 更为 惬意 。 有花 的 地方 总是 生机盎然 ， 在 这个 生气勃勃 的 夏天 即将 到来之际 ， 让 我们 选 一只 美丽 的 花瓶 ， 插 一束 美丽 的 鲜花 ， 给 自己 和 家人 一份 好 心情 。 不少 人 喜欢 在 家里 摆放 盆栽 ， 希望 为 家居 增添 一分 大自然 气息 。 如果 能够 配合 一个 别出心裁 的 花瓶 ， 不但 内里 的 植物 可 为 居屋 带来 点点 绿意 ， 花瓶 本身 更 可 作为 小 摆设 以 点缀 家居 。 所以 ， 花瓶 的 选择 很 重要 ， 玻璃 花瓶 、 陶制 花瓶 、 彩色 花瓶 ， 各有 各 的 风格 ， 而 最 重要 的 是 花瓶 的 摆设 要 与 周遭 的 环境 相吻合 ， 才能 营造 出 生气勃勃 的 气氛 。 客厅   缤纷 花瓶 热情 扑面 现代 气息 的 玻璃 花瓶 很 适宜 放置 于 客厅 内 的 沙发 壁炉 旁 、 博古 几架 上 以及 装饰柜 中 。 它们 与 其他 装饰 物品 交相辉映 ， 共同 美化 您 的 生活 。 在 色彩 上 ， 玻璃 花瓶 已一改 透明 晶莹 的 传统 观感 。 含有 钽 的 红色 、 含有 钴 的 蓝色 、 含有 铝 的 绿色 、 含有 锰 的 紫色 ， 不断 使 玻璃 花瓶 的 色彩 有 了 大 的 突破 。 另外 ， 因 色彩 配方 的 不断 调整 ， 金黄色 、 紫红色 、 乳白色 等 也 相继 登场 ， 五彩纷呈 ， 形成 了 梦幻般 的 效果 。 这 给 量力而行 ， 因地制宜 挑选 最佳 花瓶 留下 了 极大 的 回旋余地 。 完美 搭配 ： 客厅 是 亲朋好友 聚会 的 地方 ， 可以 选择 一些 鲜艳 的 花瓶 ， 给 客厅 带来 热烈 的 气息 。 花束 可 适当 大 些 ， 让 人 一进 客厅 视线 便 马上 为 之 吸引 ， 而且 花香 扑面 ， 赏心悦目 。 
 家居 	 卧室 方位 的 选择 ( 图 ) 6 . 卧室 方位 的 选择   以 房屋 座 向 挑选 合适 的 方位 ( 以 房屋 之 中心点 量测 ) 作为 卧室 ， 有助于 减少 烦恼 。   ( 公寓 以 自己 居住 的 “ 单位 ” 为主 )   
 家居 	 卧室 是 整套 房间 最 漂亮 的 地方 ( 图 ) 卧室 是 整套 房间 最 漂亮 的 地方 ， 艳丽 的 嫩黄色 有 一种 糖果 的 甜美 感 。 经典 的 铁艺床 与 欧式 台灯 的 搭配 ， 将 欧式 的 华美 展现 得 淋漓尽致 。   
 家居 	 卧室 没有 任何 过于 抢眼 的 颜色 ( 图 ) 简约 魅惑 整个 卧室 没有 任何 过于 抢眼 的 颜色 ， 白色 、 木色 、 咖啡色 相互 映衬 ， 整体 色调 单纯 而 不 单调 ， 干净 的 白色 床品 搭配 咖啡色 和 条纹 靠 包 ， 使 卧室 看起来 理性 、 含蓄 、 现代 味十足 。 
 家居 	 卧室 的 台灯 十分 俏皮 可爱 ( 图 ) 卧室 当中 的 台灯 可以 选择 轻薄 一些 的 布料 来 做 一个 小 布套 盖 在 灯罩 上面 。 它 的 特点 在于 ， 布料 的 上端 用 松紧带 做出 了 褶皱 感 ， 显得 十分 俏皮 可爱 。 
 家居 	 卧室 的 布置 是 舒适 柔和 的 ( 图 ) 另 一些 重要 的 装饰 自然 是 照明 设施 了 ， 由于 在 白天 拍摄 ， 我们 几乎 忽略 了 这些 分布 在 角落 的 灯具 ， 它们 更 像是 主人 精心 挑选 的 装饰品 ， 与 大 结构 和 色调 浑然一体 。 圆锥形 吊灯 与 简约 的 白色 餐桌 的 搭配 组成 了 一个 完整 的 功能区 ； 与 之 相 呼应 的 是 客厅 沙发 旁 的 落地灯 ， 巧妙 地 将 三个 简单 的 圆锥体 组合 ， 为 房间 上下 两侧 同时 提供 照明 ； 卧室 的 落地灯 与 墙面 的 装饰物 搭配 ， 把 这个 角落 设计 成 一件 完整 的 艺术作品 。 
 家居 	 卧室 的 物品 都 要 舒适 贴心 ( 图 ) 棉质 布艺 的 触感 、 轻柔 的 颜色 ， 都 能 让 人 感受 到 最 温柔 的 呵护 。 无论怎样 的 卧室 风格 ， 卧室 的 物品 都 要 舒适 贴心 ， 棉质 的 装饰物 ， 床品 绝对 是 卧室 布置 的 主流 。 漂亮 的 装饰物 还 可以 让 整个 卧室 变得 丰富 、 舒适 。 
 家居 	 卧室 的 省钱 之道 ( 图 ) 3 、 卧室 的 省钱 之道 ， 关键在于 衣柜 和 凸窗 ， 这 是因为 ， 卧室 相对来说 ， 功能 比较 单一 ， 设置 也 不 多 ， 摆放 的 家具 也 很少 ， 因此 ， 如果 不能 在 床 和 床头柜 方面 做文章 ， 那么 衣柜 和 凸窗 相对来说 就 有 了 发挥 的 余地 。 省钱 原因 ： 如果 想 在 装修 上 省钱 ， 主人 必须 在 软装 方面 做 的 很 到位 ， 而且 软装 是 很 容易 让 这个 家 看起来 漂亮 ， 当然 软装 东西 价格 相对 便宜 一些 。 据 了解 ， 最 省钱 是 主人 能够 抽出 时间 ， 跑 了 市内 各大 卖场 买 家具 。 货比三家 ， 肯定 有所 “ 斩获 ” 。   
 家居 	 卧室 的 衣柜 没有 柜门 ( 图 ) 抬头 看 ， 高处 的 风景 更 精彩 。 主人 显然 是 一个 准 灯具 迷 ， 并且 偏爱 铁艺 和 花朵 造型 的 灯具 ， 家中 每个 房间 都 有 大大小小 两个 以上 的 灯具 ， 并且 造型 都 非常 优美 ， 令 空间 更添 光彩 。 客厅 的 主灯 是 一盏 三头 铁艺灯 ， 蜡烛 般的 灯泡 造型 令 空间 更显 古典 ； 就餐 区 上方 的 灯具 如 一圈 缠绕 的 花枝 ， 不用 打开 ， 已 是 柔美 动人 ； 电视柜 的 地下 ， 一只 暗色 的 乌龟 静静地 趴着 ， 毫不 起眼 ， 但 打开 开关 ， 它 立时 化身为 一只 五彩斑斓 的 玻璃 亮光 龟 ， 让 角落 满是 童趣 。 主卧 的 灯具 更 让 主人 的 许多 女性朋友 赞叹 ， 白色 的 花草 剪纸 灯一到 夜间 ， 光影 流转 ， 整个 空间 立刻 充满 柔媚 安静 的 影调 ； 卫生间 的 灯 是 典型 的 摩洛哥 风格 ， 表面 有格 栅 图案 ， 打开 后 ， 空间 更显 氤氲 。 在 这些 灯具 变幻 的 光影 和 本身 独特 的 造型 配合 下 ， 地中海 风情 清爽 之 余 ， 更显 婉约 。 
 家居 	 卧室 精选集   翻新 您 的 休息 空间 ( 组图 ) 棉麻 布料 与 中性 色调 形成 的 空间 。 柔和 的 墙色 搭配 黑 白色 的 床单 很 好 的 体现 了 出 主题 。 传统 风 的 床头 与 床 裙 ， 当代 风格 则 体现 在 床头柜 与 软垫 椅 的 设计 上 。 
 家居 	 卧室 给 我们 抚慰 心灵 的 地方 ( 图 ) 人生 有 三分 一 的 时间 在 睡觉 ， 而 我们 的 卧室 是 最 贴近 我们 的 空间 。 在 这里 ， 它 不仅仅 提供 给 我们 舒适 的 睡眠 ， 更是 我们 思考 和 抚慰 心灵 的 地方 。 下面 的 一组 卧室 纯美 浪漫 ， 或许 能 给 我们 一点 提示 怎么 装修 我们 的 卧室 ： 
 家居 	 卧室 装饰画   让 人 感到 生机 无限 ( 图 ) 见惯 了 卧室 装饰画 ， 但是 两抹 绿 ， 让 人 感到 生机 无限 。   
 家居 	 卧室 连接 的 地方 安装 了 台阶 ( 图 ) 除了 阳台 与 卧室 连接 的 地方 安装 了 台阶 , 在 阳台 的 一个角 , 也 用 了 同样 的 方法 . 坐在 这里 , 可以 看到 远处 的 西山 . 
 家居 	 卧室 里 洋溢着 轻松 与 快乐 ( 图 ) 淡紫色 与 水 蓝色 过渡 的 主调 彩色 条纹 装饰 ， 使得 床品 整体 简洁 而具 动感 。 淡淡的 色泽 更 迎合 了 春 的 清爽 ， 大胆 而 不 张扬 ， 时尚 而 不 傲气 。 与 简约 的 白色 床头 及 空间 搭配 和谐 。 配 上 清凉 金属 条 靠背椅 及 现代 家具 ， 摆放 上 设计 感 十足 的 花瓶 装饰 ， 完美 地 打造出 轻松 休闲 的 卧室 一角 。 
 家居 	 卧室 里 的 乡村 风格 家具 ( 图 ) 卧室 里 的 乡村 风格 家具 就是 一例 ， 不论 主卧 或者 客卧 ， 都 是 经过 Evonne 改良 的 乡村 风情 ， 不同之处 是 Evonne 简化 了 原先 繁复 的 花纹 墙纸 ， 而用 花卉 图案 的 装饰画 代替 点缀 一二 。 同时 她 用 直线 条 的 布艺 搭配 其他 花朵 纹样 的 软装 用品 ， 也 是 化繁为简 的 一记 妙招 。 
 家居 	 卧房 白天 应 明亮   晚间 应 昏暗 ( 图 ) 卧房 白天 应 明亮 、 晚间 应 昏暗 卧房 应 设有 窗户 ， 除了 空气 得以 流通 ， 白天 更 可以 采光 ， 使人 精神 畅快 ， 而 晚间 窗户 应 备有 窗帘 ， 挡住 户外 夜光 ， 使人 容易 入眠 。 
 家居 	 卫浴 用 鲜花 来 装饰 ( 图 ) 完美 情侣 卫浴 ， 有没有 想到 用 鲜花 来 装饰 ? 下面 这些 案例 用 花朵 来 装饰 卫浴 ， 让 卫浴 空间 更 有 情调 ， 让 爱情 在 这些 充满 创意 的 装饰 下 变得 更 有 激情 ， 更 有 韵味 。 
 家居 	 卫浴 离不开 浪漫 的 浴室柜 ( 图 ) 浪漫 的 卫浴 离不开 浪漫 的 浴室柜 ， 完美 的 浴室 自然 要 有 漂亮 时尚 的 浴室柜 与 之 相配 。 用 时尚 简约 的 浴室柜 打造 你 浪漫 的 卫浴 空间 ， 一切 尽 在 温馨 中 。 
 家居 	 卫浴间   只 需 轻轻 点缀 即可 ( 图 ) 卫浴间 ， 大可不必 用 大面积 的 红 绿色 ， 只 需 轻轻 点缀 即可 。 
