家居 	 给 人 带来 不 一样 的 视觉效果 ( 图 ) 这种 两边 纤薄 的 沙发 ， 给 人 带来 不 一样 的 视觉效果 ， 配 上 两个 传统 的 鸡尾酒 小桌 ， 增加 了 空间 的 实用 功能性 。 墙面 的 空间 ， 用 一组 别致 的 瓷器 作为 展示 ， 聚集 了 整个 空间 的 焦点 。 
 家居 	 装饰 角落 的 花艺 小品 ( 图 ) 很多 人 在 家庭 的 软 装饰 中 都 会 选择 挂画 、 布艺 、 瓶子 等 ， 但是 你 知道 吗 ， 现在 花艺 在 家居装饰 中 所 扮演 的 角色 一点 也 不 比 上述 的 选择 逊色 ， 反而 更显 雅致 、 时尚 。 台湾 花艺师 吴尚洋 的 这个 家居 花艺 经典 案例 ， 就 很 好 地 说明 了 这 一点 。 嘿嘿 ， 心动 了 吧 ， 那 就 赶快 行动 吧 ！ 
 家居 	 装饰 隔栅 代替 屏风 ( 图 ) 流行 设计 四 ： 装饰 隔栅 代替 屏风 。 一般 采用 全 镂空 的 窗格 镶嵌 透明 或 毛玻璃 ， 也 有 完全 不用 玻璃 的 。 古朴 雅致 ， 旁边 搭配 的 衣柜 和 鞋柜 一点 也 不显 呆板 。 
 家居 	 装饰 风格 几乎 不 可能 很 现代 ( 图 ) 当代 必备 如果 不是 至少 有 一件 黑色 家具 ， 你 的 装饰 风格 几乎 不 可能 很 现代 。 在 这里 ， 黑色 真皮沙发 配 上 雕刻 的 木 咖啡 桌 ， 看起来 真是 十分 迷人 。 
 家居 	 装饰 风格 是 时髦 的 乡村 风情 ( 图 ) 房子 主人 以前 偏爱 的 装饰 风格 是 时髦 的 乡村 风情 ， 但 逐渐 地 ， 主人 希望 有 更 多 个性化 的 设计 理念 。 作为 改变 的 亮点 ， 色彩 的 设计 与 使用 就 更为重要 。 “ 女主人 喜欢 女性化 的 精致 氛围 。 她 喜欢 色彩 ， 但 不 代表 就是 简单 的 流行色 。 ” 设计师 在 与 主人 充分 沟通 后 ， 开始 了 对 粉色 的 探索性 设计 。 
 家居 	 视听室   回归 低姿 生活 ( 组图 ) 暗淡 、 冰冷 的 储物间 窄小 的 窗户 使 这个 半 地下室 的 光线 暗淡 ， 冰冷 的 墙壁 、 地面 和 暴露 的 管线 使 这里 看起来 只能 当作 储物间 。 空间 虽然 很 宽敞 但是 完全 不能 达到 居住 的 要求 。 主人 希望 她 的 这个 地下室 能够 明亮 、 有 活力 ， 可以 成为 家人 和 朋友 聚会 的 地方 。 
 家居 	 视听室 的 角落里 的 鱼缸 ( 图 ) 视听室 的 角落里 有个 挺 大 的 鱼缸 ， 那 也 是 羽西 坚持 要 摆放 的 。 因为 她 觉得 那个 房间 暗淡 、 没有 生气 。 有 了 鱼缸 点缀 ， 感觉 就 不 一样 了 。 鱼儿 在 水草 间 游来游去 的 ， 让 空间 有 了 动感 。 坐在 客厅 里 可以 看到 鱼缸 里 的 细微 变化 ， 挺 有趣 的 。   
 家居 	 角度 的 另一面 小 花园 呈 三角形 ( 图 ) 角度 的 另一面 小 花园 呈 三角形   
 家居 	 解密 完美 起居室 三种 经典 造型 ( 组图 ) 对 杂志 中 展示 的 居室 造型 总是 羡慕 不已 ， 难道 真的 只有 专业 室内 设计师 才能 打造出 最佳 上 镜 效果 ？ 其实 ， 居室 装扮 并 没有 想象 中 那么 高深 ， 这里 为 你 解密 设计师 的 专业 窍门 ， 保证 你 的 房间 也 能 轻松 获得 惊艳 的 效果 。 视觉 焦点 无论 房间 是 何种 风格 ， 都 需要 制造 一个 第一 时间 抓人 眼球 的 设计 点 。 从前 流行 将 摆放 电视 或 沙发 的 那 面墙 作为 主题 来 设计 ， 现在 ， 起居室 使用 方式 的 改变 也 促进 了 视觉 焦点 设计 的 手法 更新 。 对于 欧式 传统 的 客厅 格局 ， 一般 会 有 壁炉 装置 ， 你 能 围绕 壁炉 做 很多 文章 ， 操作 比较 容易 。 也 可以 尝试 用 一张 我们 惯常 摆放 在 玄关 的 长 条桌 ， 桌子 上方 的 墙面 挂 上 精心 挑选 的 相框 ， 以 这个 装饰 为 中心 ， 摆放 沙发 、 茶几 等 。 给 你 窍门 可以 用 装饰 挂盘 替代 相框 ， 同样 能 获得 很 好 的 效果 。 沙发 和 墙面 保持 同色系 ， 是 最 巧妙 的 做法 。 既 显得 你 在 色彩 运用 方面 的 独具匠心 ， 同时 搭配 其他 装饰 的 时候 也 比较 容易 选择 。 色彩 的 变化 可以 在 沙发 靠垫 、 窗帘 和 地面 装饰 中 实现 。 
 家居 	 解读 创意 花瓶 的 奇思 妙语 ( 组图 ) 在 客厅 里 摆放 一些 绿植 和 鲜花 能 给 房间 增加 生气 ， 如果 再配 上 几个 别 ? 的 花盆 就 更是 锦上添花 了 。 
 家居 	 触摸式 MP3   选择 自己 喜欢 的 歌曲 ( 图 ) 这些 疯狂 有趣 的 想法 出自 德国 红 点 概念 奖 。 这个 主要 鼓励 年轻 设计师 创意 的 奖项 近日 揭晓 ， 从 来自 49 个 国家 的 接近 2000 件 作品 中 ， 评委 根据 创新 程度 、 美感 、 可行性 、 功能性 、 实用性 、 人机 工学 与 情感 内涵 等 标准 ， 选出 170 件 获奖 概念 ， 其中 的 21 个 获得 “ 好 中 最好 ” 奖 。 大量 亚洲 选手 ， 尤其 是 来自 中国 大陆 、 韩国 的 设计师 ， 在 红点 概念 奖上 表现 不俗 。 
 家居 	 计算 使用者 抖 脚时 消耗 的 卡路里 ( 图 ) 喜欢 抖脚 的 人 恐怕 不在少数 ， 但是 你 知道 这个 不经意 的 运动 消耗 了 多少 热量 吗 ? 这 款 椅子 就 能够 告诉 你 。 它 的 椅 腿 上 设计 了 感应器 ， 可以 计算 使用者 抖 脚时 消耗 的 卡路里 。   
 家居 	 让 书房 彻底 融入 居室 ( 图 ) 让 书房 彻底 融入 居室 ， 融入 生活 ， 就是 属于 你 自己 的 新 概念 书房 。 
 家居 	 让 人 无法 侧 目的 雨 挂毯 ( 图 ) 让 人 无法 侧 目的 雨 挂毯 ， 仔细 端详 则 仿佛 会 陷入 那 风景 之中 不能自拔 。 墙边 的 座椅 成为 挂毯 的 绝配 ， 于 此 ， 花 一席 闲散 时间 悠然 地 念书 ， 定会 如梦似 幻 。 椅子 上 还有 一个 可爱 的 小家伙 充当 靠垫 ， 不乏 童趣 。 
 家居 	 让 你 享受 用餐 的 时间 ( 图 ) 把 餐厅 装扮 得 鲜艳 活泼 一点 ， 不仅 坐在 其中 已 感觉 秀色可餐 ， 而且 让 你 更 享受 用餐 的 时间 。   
 家居 	 让 你 享受 非 一般 的 精致 生活 ( 图 ) 温馨 的 烛光 ， 弥漫 的 鲜花 香气 ， 小资 般的 优雅 生活 ， 现在 在 140 平 的 空间 里 为 你 展现 一个 极致 的 精彩 的 小资 生活 ， 让 你 享受 非 一般 的 精致 生活 。   
 家居 	 让你在 快乐 和 安静 的 世界 里 遨游 ( 图 ) 卧室 ， 梦 开始 的 地方 。 一个 安安静静 、 舒 舒适 适的 环境 ， 带给 人 的 不仅 是 视觉 上 的 安稳 ， 更是 心灵 上 的 一杯 温馨 的 鸡汤 。 下面 为 你 介绍 的 几款 卧室 ， 让你在 快乐 和 安静 的 世界 里 遨游 。   
 家居 	 让 你 流连忘返 的 阳台 ( 图 ) 拱 门外 的 阳台 不会 让 你 一见钟情 却 说不定 会 让 你 流连忘返 ， 碎花 蓝 窗帘 、 绿色 的 小 植物 ， 简约 小凳 ， 会 引得 你 忍不住 要 坐 过去 … …   
 家居 	 让 你 的 卧室 不再 杂乱 ( 图 ) 墙上 可爱 装饰品 不仅 能 装饰 墙壁 ， 让 你 的 卧室 充满 时尚 的 气息 。 最 重要 的 是 它 的 实用性 ， 它 可以 有效 的 利用 空间 ， 将 一些 无从 放置 的 小玩意 收纳 其中 ， 让 你 的 卧室 不再 杂乱 。   墙上 可爱 装饰品 不仅 能 装饰 墙壁 ， 让 你 的 卧室 充满 时尚 的 气息 。 最 重要 的 是 它 的 实用性 ， 它 可以 有效 的 利用 空间 ， 将 一些 无从 放置 的 小玩意 收纳 其中 ， 让 你 的 卧室 不再 杂乱 。   
 家居 	 让 你 的 卧室 充满 时尚 的 气息 ( 图 ) 墙上 可爱 装饰品 不仅 能 装饰 墙壁 ， 让 你 的 卧室 充满 时尚 的 气息 。 最 重要 的 是 它 的 实用性 ， 它 可以 有效 的 利用 空间 ， 将 一些 无从 放置 的 小玩意 收纳 其中 ， 让 你 的 卧室 不再 杂乱 。 
 家居 	 让 你 的 卧室 更加 温馨 舒适 ( 图 ) 杂乱无章 的 卧室 里会 另 你 的 生活 一团糟 ， 有 了 这些 实用 又 时尚 的 储物柜 这些 烦恼 自然 烟消云散 。 简洁 的 设计 与 色彩 的 搭配 让 你 的 卧室 更加 温馨 舒适 。   
 家居 	 让 你 的 家 充满 梦幻 色彩 ( 图 ) 极尽 创意 的 精致 手绘 墙 ， 让 你 的 家 充满 梦幻 色彩 ， 任意 在 墙上 描绘 你 童真 时代 的 梦想 ， 或是 展现 你 高超 的 艺术 水准 ， 这 一刻 ， 家 如此 的 与众不同 ， 充满 爱 的 味道 … … 
 家居 	 让 你 的 家变 的 宽敞明亮 ( 图 ) 小户型 的 家居 还要 留有 书房 的 面积 要 讲究 装修 设计 的 技巧 ， 这里 推荐 几款 小户型 经典 书房 设计 ， 为 你 的 家居 提供 可 参考 的 方案 。 
 家居 	 让 你 的 家居 更为 绅士 高贵 ( 图 ) 当 涂鸦 风靡 全球 ， 成为 一种 时尚 的 时候 ， 这 股 风潮 开始 席卷 家居 领域 。 一款 古典 的 画框 、 一副 优雅 图画 ， 它们 的 组合 无疑 让 你 的 家居 更为 绅士 高贵 。   
 家居 	 让 你 胃口 大开 的 精美 餐具 ( 图 ) 天气 渐渐 热 了 起来 ， 你 的 胃口 是不是 受到 了 影响 ， 换 一套 精美 的 餐具 吧 ， 让 它 来 给 你 的 餐具 增添 一道 靓丽 的 风景 ： 
 家居 	 让 储物 格子 变得 更美 ( 图 ) 2 . 让 储物 格子 变得 更美 单调 的 储物 格子 总是 让 人 觉得 有 缺憾 ， 大面积 改变 颜色 又 不 太 可行 ， 不如 用 布料 裁剪 成 相应 大小 固定 在 格子 里 ， 让 格子 本身 也 变成 一种 装饰 。 固定 的 方式 可以 很 简单 ， 双面胶 带 便 能 完成 得 很 不错 。 
 家居 	 让 卫浴 空间 更 有 情调 ( 图 ) 完美 情侣 卫浴 ， 有没有 想到 用 鲜花 来 装饰 ? 下面 这些 案例 用 花朵 来 装饰 卫浴 ， 让 卫浴 空间 更 有 情调 ， 让 爱情 在 这些 充满 创意 的 装饰 下 变得 更 有 激情 ， 更 有 韵味 。 
 家居 	 让 厨房 和 餐厅 相互 借力 ( 图 ) 5 . 让 厨房 和 餐厅 相互 借力 小户型 的 居室 ， 对于 性质 类似 的 活动 空间 可 进行 统一 布置 ， 对 性质 不同 或 相反 的 活动 空间 进行 分离 ， 厨房 和 餐厅 是 彼此 相关联 的 空间 ， 在 小户型 里 不仅 可以 采用 开放式 厨房 ， 也 可以 将 厨房 和 餐厅 并用 ， 在 不 影响 使用 功能 的 基础 上 利用 相互 渗透 的 空间 增加 室内 的 层次感 和 装饰 效果 。 亮点 ： 对于 厨房 使用率 并 不 高 的 小户型 来说 ， 厨房 的 面积 应 尽量 小 ， 但 并 不 代表 功能 不 完备 ， 主人 可 根据 自己 的 生活习惯 和 厨房 要求 ， 配备 些 可以 增加 厨房 空间 的 立柜 、 抽屉 ， 以此 扩大 厨房 的 储藏 空间 。 对于 习惯 简餐 的 人 来说 ， 设在 厨房 区域 内 的 小 餐桌 能 给 日常 用餐 带来 很大 的 便利 。 
 家居 	 让 厨房 展现出 了 另 一种 风情 ( 图 ) 虽然 古有 “ 君子 远 庖厨 ” ， 但是 在 这个 男女 共同 打天下 的 时势使然 下 ， 越来越 多 的 男人 开始 走进 厨房 ， 而 腰系 围裙 的 男人 也 越来越 讨 女人 喜欢 。 女人 悄然 退出 厨房 重地 ， 没有 一丝 留恋 ， 甜蜜 地 享受 着 心爱 的 男人 在 厨房 里 辛勤 的 劳作 。 男人 一旦 走进 厨房 ， 便会 完全 把 这里 变成 一间 艺术 作坊 ， 不仅 能 烹调 出 各种 好 滋味 ， 更是 让 厨房 展现出 了 另 一种 风情 。   
 家居 	 让 可爱 的 家什 填满 角落 ( 图 ) 富有 童心 的 都市人 梦想 找回 曾 有 的 任性 和 纯真 ； 每个 有 宝贝 的 家庭 也 都 希望 以 孩子 的 眼光 营造 一个 多彩 、 安全 、 体贴 的 儿童 房间 。   
 家居 	 让 夏季 的 炎热 变得 清爽 宜人 起来 ( 图 ) 完美 的 家居 ， 优雅 的 座椅 是 不可 缺少 的 。 慵懒 的 下午 ， 给 你 一本 好书 ， 躺 在 这样 美丽 座椅 上 ， 让 夏季 的 炎热 也 由此 变得 清爽 宜人 起来 。 
 家居 	 让 夏季 的 炎热 都 被 挡 在 门外 ( 图 ) 红绿 相间 的 瓷砖 拼贴 ， 让 夏季 的 炎热 都 被 挡 在 门外 。   
 家居 	 让 客厅 集 万千 宠爱 于 一身 ( 图 ) 3 . 让 客厅 集 万千 宠爱 于 一身 平面 的 变化 和 弹性 组合 ， 对 小户型 来说 至关重要 。 因为 ， 通过 变化 和 组合 ， 可以 摒弃 一些 中看 不中用 的 区域 ， 改造 成 适合 自己 的 生活 居住 空间 。 对于 没有 空间 划分 的 小户型 来说 ， 学会 利用 现有 家具 或者 轻便 隔断 来 分隔 区域 是 很 重要 的 。 亮点 ： 客厅 里 的 落地式 窗户 带来 充足 的 自然 光线 ， 红白 两色 的 空间 用 色 、 贴墙 而立 的 多 抽屉 柜子 不仅 让 布局 紧凑 ， 而且 无论是 动感 的 影音 欣赏 ， 还是 安静 地 看书 思考 ， 这里 的 氛围 都 很 容易 营造 起来 。 
 家居 	 让 家具 保持 光鲜亮丽 的 十大 秘笈 ( 组图 ) 第 1 ： 用 蛋清 擦拭 弄脏了 的 真皮沙发 ， 可用 一块 干净 的 绒布 蘸 些 蛋清 擦拭 ， 既 可 去除 污迹 ， 又 能 使 皮面 光亮 如初 。 第 2 ： 用 牙膏 擦拭 冰箱 外壳 ， 冰箱 外壳 的 一般 污垢 ， 可用 软布 蘸 少许 牙膏 慢慢 擦拭 。 如果 污迹 较 顽固 ， 可多 挤 一些 牙膏 再 用布 反复 擦拭 。 冰箱 即会 恢复 光洁 。 因为 牙膏 中 含有 研磨剂 ， 去污力 非常 强 。 
 家居 	 让 家 变得 清凉 而 宁静 ( 图 ) 如果 你 向往 无拘无束 的 海洋 ， 那 不妨 让 自己 的 家来 个 “ 移步 换景 ” 。 把 海洋 的 装饰 元素 带到 家中 ， 让 家 变得 清凉 而 宁静 。   
 家居 	 让 家居 的 绿色 来 的 更 猛烈 些 吧 ( 组图 ) 仿佛 漫步 在 花园 中 ， 缠绕 的 绿色 格子 和 清新 的 白色 花边 ， 如同 刚刚 修剪 过 的 草坪 ， 美丽 的 花朵 也 攀爬 上 了 床 的 边缘 ， 预示 着 春 的 到来 。 
 家居 	 让 家里 两个 公主 的 梦想 实现 ( 图 ) 这是 女主人 加菲 小时候 的 梦想 家园 ， 或许 这是 每个 女孩 都 曾经 想 拥有 的 一个 家 ， 但 现在 ， 它 只 属于 加菲 和 她 可爱 的 女儿 “ 小朱 ” 的 公主 花房 。 这个 家 确实 有些 太 女性化 ， 不过 ， 男主人 觉得 ： 让 家里 两个 公主 的 梦想 实现 ， 自己 委身 在 花丛 也 没什么 ， 多 伟大 。 
 家居 	 让 家里 充满 浪漫 的 气氛 ( 图 ) 人们 往往 很 喜欢 挑选 漂亮 的 餐桌 ， 让 家里 充满 浪漫 的 气氛 ， 这个 时候 选择 一款 精致 的 吊灯 是 非常 好 的 选择 ， 但是 要 确保 灯 不要 太 耀眼 了 哦 ， 这样 不但 眼睛 睁不开 ， 还会 破换 这份 浪漫 。 
 家居 	 让 小 空间 更 有 味道 ( 图 ) 色彩 空间 较 小 的话 ， 一定 要 采用 浅色系 ， 不然 会 造成 视觉 和 精神 上 的 压抑感 。 全部 都 用 白色 虽然 不是 不 可以 ， 但 已经 不 时髦 了 ， 不妨 与 明黄 、 浅粉 、 淡蓝 等 亮度 较 高 的 颜色 相配合 ， 相信 会 起到 很 好 的 效果 。   
 家居 	 让 平凡 家具 多一些 优雅 简单 调 ( 组图 ) 一间 纯白 的 房间 只是 一个 开始 ， 柔和 色彩 的 点缀 为 房间 带来 的 素雅 与 灵动 才 是 精彩 的 过程 ， 给 你 的 想象力 插上 翅膀 ， 尽情 享受 创造 的 乐趣 和 满足感 吧 ！ 地毯 与 沙发 的 对话 想 营造 优雅 的 感觉 ， 地毯 的 颜色 就 不宜 太过 跳跃 ， 而 单一 的 大面积 纯色 也 会 显得 过于 厚重 。 选择 一块 条纹 与 方格 图案 拼接 的 手工 编织 地毯 ， 将 复古 的 银灰色 沙发 衬托 得 优美 而 灵动 ， 搭配 硬朗 线条 的 几何 图案 靠 包 ， 碰撞 出 独特 的 美感 。 想 让 素雅 的 房间 变得 温馨 动人 ， 只 需要 加入 几抹 柔和 的 色彩 ， 靠 包 、 花瓶 、 地毯 ， 甚至 是 鲜花 ， 这些 可以 不断 变化 的 元素 ， 会 给 房间 带来 不同 的 气质 。 
 家居 	 让 幸福 和 满足 更 饱满 一些 ( 图 ) 家装 是 个 既 幸福 又 辛苦 的 过种 ， 下面 用 图文 介绍 装修 过程 中 需要 注意 的 18 个 问题 ， 同时 也 告诉 大家 相关 的 装修 妙招 ， 让你在 装修 过程 中 少走弯路 ， 让 幸福 和 满足 更 饱满 一些 ：   家装 是 个 既 幸福 又 辛苦 的 过种 ， 下面 用 图文 介绍 装修 过程 中 需要 注意 的 18 个 问题 ， 同时 也 告诉 大家 相关 的 装修 妙招 ， 让你在 装修 过程 中 少走弯路 ， 让 幸福 和 满足 更 饱满 一些 ：   
 家居 	 让 归家 的 人 沐浴 于 花雨 之中 ( 图 ) 似乎 每个 女孩 对 花都 有 一份 特别 的 情结 ， 你 有没有 想过 把 花朵 元素 加 在 房子 的 装修 设计 中去 呢 ？ 一 起来 看看 网友 用 花朵 设计 打造 的 浪漫 小家 。 
 家居 	 让 整个 空间 看上去 宽敞 而 又 宁静 ( 图 ) 纯净 融合 如果 你 的 餐厅 和 厨房 的 空间 相通 ， 那么 最好 选用 统一 融合 的 颜色 将 其 统一 起来 。 如果 不 知道 如何 配色 才 好 ， 那么 可以 选择 经典 的 白色 、 灰色 和 蓝色 ， 让 整个 空间 看上去 宽敞 而 又 宁静 。 
 家居 	 让 桌面 说话 ( 图 ) 让 桌面 说话 。 这套 黑色 的 希契 科克 式 桌子 和 椅子 原本 是 餐厅 里 废弃 不要 的 ， 现在 却成 了 卧室 里 恰如其分 的 摆件 。 透明 的 纱帘 允许 光线 进入 室内 ， 洒落 在 桌面上 的 书籍 、 玫瑰 和 植物 上 。   
 家居 	 让 烹饪 过程 成为 美妙 的 生活 乐章 ( 图 ) 法国 顶级 厨具 ， 让 烹饪 过程 成为 美妙 的 生活 乐章 。   
 家居 	 让 甜腻 的 气味 更 浓 一点 ( 图 ) 推开 紧闭 的 房门 ， 甜腻 的 气味 更 浓 了 一点 。 床 朝向 南面 的 大 落地窗 ， 倚 在 床头 ， 半个 上海 便 可 尽收眼底 了 。 拉开 落地窗 ， 最 喧闹 的 市声 轰然 涌入 ， 大型 购物中心 梅龙镇 广场 几乎 伸手 可及 。 穿过 卧室 内 的 衣帽间 、 梳妆台 ， 卫生间 ， 房间 的 最远 端 ， 很大 的 浴缸 在 两排 玻璃窗 中间 铺展开 ， 这 一定 是 主人 觉得 最 安全 ， 最 可以 交付 自己 的 角落 了 。 浴缸 边 挂 着 一件 白色 的 浴袍 ， 只有 一件 ， 看上去 多少 有些 孤单 — — 不过 这 只是 我 的 感觉 。   
 家居 	 让 细节 成为 装饰 的 主体 ( 图 ) 表情 二   让 细节 成为 装饰 的 主体 黑色 的 神秘 与 白色 的 纯净 ， 向来 是 最具 现代感 的 经典 组合 。 墙壁 大面积 使用 黑底 白纹 的 图案 ， 给 地板 留出 足够 简洁 的 空间 。 沙发 上方 做出 的 原 木架 将 发散 的 目光 重新聚集 ， 照片 摆在 一侧 ， 圆扁 的 小 蜡烛 悄悄 亮 起 ， 让 气氛 一下 活跃 起来 。 水晶 吊灯 线条 优美 ， 外面 笼罩 了 一层 黑色 竖纹 装饰 ， 与 沙发 前纯 黑 的 地毯 遥遥相望 ， 而 躺椅 完美 的 弧度 在 提供 给 主人 充足 的 休息 之 余 ， 也 配合 着 前 两者 成为 屋内 最为 深暗 的 色彩 之一 。 横排 的 白色 沙发 显露出 十足 的 贵族 气息 ， 高高 竖 在 一侧 的 地灯 也 相应 地 做出 漂亮 的 大花 图案 ， 亮灯 时 花朵 若隐若现 ， 朦胧 之美 呼之欲出 。 
